Crop,Crop_Year,Season,State,Yield,Rainfall,Avg_ONI,ENSO_Phase,ENSO_Intensity,Rainfall_Category,Year_Weight,Avg_Yield_By_Crop,Yield_Std_By_Crop,Avg_Rainfall_By_Crop,Rainfall_Deviation,Crop_Count,Season_Code
Safflower,2016,Kharif,Andhra Pradesh,0.75,726.59,-0.4,La Nina,Weak,Normal,3.0,0.5724,0.2301,230.1721,496.42,167,1
Safflower,2016,Rabi,Andhra Pradesh,0.66,118.83,0.95,El Nino,Moderate,Low,3.0,0.5724,0.2301,230.1721,-111.34,167,2
Safflower,2017,Rabi,Andhra Pradesh,0.65,240.27,-0.475,Neutral,Weak,Low,3.0,0.5724,0.2301,230.1721,10.1,167,2
Safflower,2018,Kharif,Andhra Pradesh,0.15,618.42,0.36,Neutral,Weak,Low,3.0,0.5724,0.2301,230.1721,388.25,167,1
Safflower,2018,Rabi,Andhra Pradesh,0.1525,168.12,0.1,La Nina,Weak,Low,3.0,0.5724,0.2301,230.1721,-62.05,167,2
Safflower,2019,Rabi,Andhra Pradesh,0.475,349.63,0.775,El Nino,Moderate,Low,3.0,0.5724,0.2301,230.1721,119.46,167,2
Sannhamp,2019,Kharif,Andhra Pradesh,1.3305,721.96,0.32,Neutral,Weak,Normal,3.0,1.5398,1.8124,957.691,-235.73,79,1
Sannhamp,2019,Rabi,Andhra Pradesh,1.3729,349.63,0.775,El Nino,Moderate,Low,3.0,1.5398,1.8124,957.691,-608.06,79,2
Sesamum,1997,Kharif,Andhra Pradesh,0.181333333,421.52,1.82,El Nino,Strong,Low,1.0,0.4596,0.2248,808.7812,-387.26,669,1
Sesamum,1997,Rabi,Andhra Pradesh,0.109375,260.94,0.975,El Nino,Moderate,Low,1.0,0.4596,0.2248,808.7812,-547.84,669,2
Sesamum,1998,Kharif,Andhra Pradesh,0.191666667,603.86,-0.94,La Nina,Moderate,Low,1.0,0.4596,0.2248,808.7812,-204.92,669,1
Sesamum,1998,Rabi,Andhra Pradesh,0.242,277.78,0.25,El Nino,Weak,Low,1.0,0.4596,0.2248,808.7812,-531.0,669,2
Sesamum,1999,Kharif,Andhra Pradesh,0.221363636,426.83,-1.14,La Nina,Strong,Low,1.0,0.4596,0.2248,808.7812,-381.95,669,1
Sesamum,1999,Rabi,Andhra Pradesh,0.207368421,210.03,-1.5,La Nina,Strong,Low,1.0,0.4596,0.2248,808.7812,-598.75,669,2
Sesamum,2000,Kharif,Andhra Pradesh,0.192272727,728.31,-0.56,La Nina,Moderate,Normal,1.0,0.4596,0.2248,808.7812,-80.47,669,1
Sesamum,2000,Rabi,Andhra Pradesh,0.204444444,137.53,-1.125,La Nina,Strong,Low,1.0,0.4596,0.2248,808.7812,-671.25,669,2
Sesamum,2001,Kharif,Andhra Pradesh,0.168095238,503.26,-0.16,Neutral,Weak,Low,1.0,0.4596,0.2248,808.7812,-305.52,669,1
Sesamum,2001,Rabi,Andhra Pradesh,0.283684211,356.02,-0.45,La Nina,Weak,Low,1.0,0.4596,0.2248,808.7812,-452.76,669,2
Sesamum,2002,Kharif,Andhra Pradesh,0.128571429,368.88,0.92,El Nino,Moderate,Low,1.0,0.4596,0.2248,808.7812,-439.9,669,1
Sesamum,2002,Rabi,Andhra Pradesh,0.209444444,236.12,0.575,Neutral,Moderate,Low,1.0,0.4596,0.2248,808.7812,-572.66,669,2
Sesamum,2003,Kharif,Andhra Pradesh,0.262380952,578.76,0.1399999999999999,Neutral,Weak,Low,1.0,0.4596,0.2248,808.7812,-230.02,669,1
Sesamum,2003,Rabi,Andhra Pradesh,0.204210526,285.159999999999,0.575,El Nino,Moderate,Low,1.0,0.4596,0.2248,808.7812,-523.62,669,2
Sesamum,2004,Kharif,Andhra Pradesh,0.1885,531.9,0.5599999999999999,El Nino,Moderate,Low,1.0,0.4596,0.2248,808.7812,-276.88,669,1
Sesamum,2004,Rabi,Andhra Pradesh,0.3595,215.11,0.5249999999999999,Neutral,Moderate,Low,1.0,0.4596,0.2248,808.7812,-593.67,669,2
Sesamum,2005,Kharif,Andhra Pradesh,0.205714286,594.74,-0.1,Neutral,Weak,Low,2.0,0.4596,0.2248,808.7812,-214.04,669,1
Sesamum,2005,Rabi,Andhra Pradesh,0.360526316,407.12,-0.05,El Nino,Weak,Low,2.0,0.4596,0.2248,808.7812,-401.66,669,2
Sesamum,2006,Kharif,Andhra Pradesh,0.213809524,593.84,0.3399999999999999,Neutral,Weak,Low,2.0,0.4596,0.2248,808.7812,-214.94,669,1
Sesamum,2006,Rabi,Andhra Pradesh,0.311,249.8,0.0249999999999999,La Nina,Weak,Low,2.0,0.4596,0.2248,808.7812,-558.98,669,2
Sesamum,2007,Kharif,Andhra Pradesh,0.177857143,873.719999999999,-0.86,La Nina,Moderate,Normal,2.0,0.4596,0.2248,808.7812,64.94,669,1
Sesamum,2007,Rabi,Andhra Pradesh,0.244545455,364.56,-0.55,La Nina,Moderate,Low,2.0,0.4596,0.2248,808.7812,-444.22,669,2
Sesamum,2008,Kharif,Andhra Pradesh,0.2495,574.45,-0.36,Neutral,Weak,Low,2.0,0.4596,0.2248,808.7812,-234.33,669,1
Sesamum,2008,Rabi,Andhra Pradesh,0.252105263,283.17,-1.1,La Nina,Strong,Low,2.0,0.4596,0.2248,808.7812,-525.61,669,2
Sesamum,2009,Kharif,Andhra Pradesh,0.200952381,588.01,0.62,El Nino,Moderate,Low,2.0,0.4596,0.2248,808.7812,-220.77,669,1
Sesamum,2009,Rabi,Andhra Pradesh,0.2655,228.51,0.35,La Nina,Weak,Low,2.0,0.4596,0.2248,808.7812,-580.27,669,2
Sesamum,2010,Kharif,Andhra Pradesh,0.178,845.71,-1.24,La Nina,Strong,Normal,2.0,0.4596,0.2248,808.7812,36.93,669,1
Sesamum,2010,Rabi,Andhra Pradesh,0.290526316,408.08,-0.1,El Nino,Weak,Low,2.0,0.4596,0.2248,808.7812,-400.7,669,2
Sesamum,2011,Kharif,Andhra Pradesh,0.270526316,525.28,-0.64,La Nina,Moderate,Low,2.0,0.4596,0.2248,808.7812,-283.5,669,1
Sesamum,2011,Rabi,Andhra Pradesh,0.312105263,163.41,-1.05,La Nina,Strong,Low,2.0,0.4596,0.2248,808.7812,-645.37,669,2
Sesamum,2012,Kharif,Andhra Pradesh,0.2,586.23,0.3,Neutral,Weak,Low,2.0,0.4596,0.2248,808.7812,-222.55,669,1
Sesamum,2012,Rabi,Andhra Pradesh,0.283846154,248.959999999999,-0.325,La Nina,Weak,Low,2.0,0.4596,0.2248,808.7812,-559.82,669,2
Sesamum,2013,Kharif,Andhra Pradesh,0.409166667,742.329999999999,-0.26,Neutral,Weak,Normal,2.0,0.4596,0.2248,808.7812,-66.45,669,1
Sesamum,2013,Rabi,Andhra Pradesh,0.245833333,308.93,-0.225,Neutral,Weak,Low,2.0,0.4596,0.2248,808.7812,-499.85,669,2
Sesamum,2014,Kharif,Andhra Pradesh,0.2475,559.39,0.24,Neutral,Weak,Low,2.0,0.4596,0.2248,808.7812,-249.39,669,1
Sesamum,2014,Rabi,Andhra Pradesh,0.319166667,227.63,0.225,Neutral,Weak,Low,2.0,0.4596,0.2248,808.7812,-581.15,669,2
Sesamum,2015,Kharif,Andhra Pradesh,0.2975,608.36,1.9,El Nino,Strong,Low,3.0,0.4596,0.2248,808.7812,-200.42,669,1
Sesamum,2015,Rabi,Andhra Pradesh,0.37,338.8,1.6749999999999998,El Nino,Strong,Low,3.0,0.4596,0.2248,808.7812,-469.98,669,2
Sesamum,2016,Kharif,Andhra Pradesh,0.244166667,726.59,-0.4,La Nina,Weak,Normal,3.0,0.4596,0.2248,808.7812,-82.19,669,1
Sesamum,2016,Rabi,Andhra Pradesh,0.271666667,118.83,0.95,El Nino,Moderate,Low,3.0,0.4596,0.2248,808.7812,-689.95,669,2
Sesamum,2017,Kharif,Andhra Pradesh,0.222307692,681.1,-0.08,Neutral,Weak,Low,3.0,0.4596,0.2248,808.7812,-127.68,669,1
Sesamum,2017,Rabi,Andhra Pradesh,0.325,240.27,-0.475,Neutral,Weak,Low,3.0,0.4596,0.2248,808.7812,-568.51,669,2
Sesamum,2018,Kharif,Andhra Pradesh,0.234166667,618.42,0.36,Neutral,Weak,Low,3.0,0.4596,0.2248,808.7812,-190.36,669,1
Sesamum,2018,Rabi,Andhra Pradesh,0.3,168.12,0.1,La Nina,Weak,Low,3.0,0.4596,0.2248,808.7812,-640.66,669,2
Sesamum,2019,Kharif,Andhra Pradesh,0.286,721.96,0.32,Neutral,Weak,Normal,3.0,0.4596,0.2248,808.7812,-86.82,669,1
Sesamum,2019,Rabi,Andhra Pradesh,0.333076923,349.63,0.775,El Nino,Moderate,Low,3.0,0.4596,0.2248,808.7812,-459.15,669,2
Small millets,1997,Kharif,Andhra Pradesh,0.17,421.52,1.82,El Nino,Strong,Low,1.0,0.7587,0.3278,929.4033,-507.88,497,1
Small millets,1997,Rabi,Andhra Pradesh,0.075,260.94,0.975,El Nino,Moderate,Low,1.0,0.7587,0.3278,929.4033,-668.46,497,2
Small millets,1998,Kharif,Andhra Pradesh,0.71,603.86,-0.94,La Nina,Moderate,Low,1.0,0.7587,0.3278,929.4033,-325.54,497,1
Small millets,2000,Kharif,Andhra Pradesh,0.668125,728.31,-0.56,La Nina,Moderate,Normal,1.0,0.7587,0.3278,929.4033,-201.09,497,1
Small millets,2000,Rabi,Andhra Pradesh,0.681666667,137.53,-1.125,La Nina,Strong,Low,1.0,0.7587,0.3278,929.4033,-791.87,497,2
Small millets,2001,Kharif,Andhra Pradesh,0.469285714,503.26,-0.16,Neutral,Weak,Low,1.0,0.7587,0.3278,929.4033,-426.14,497,1
Small millets,2001,Rabi,Andhra Pradesh,0.732,356.02,-0.45,La Nina,Weak,Low,1.0,0.7587,0.3278,929.4033,-573.38,497,2
Small millets,2002,Kharif,Andhra Pradesh,0.461538462,368.88,0.92,El Nino,Moderate,Low,1.0,0.7587,0.3278,929.4033,-560.52,497,1
Small millets,2002,Rabi,Andhra Pradesh,0.328333333,236.12,0.575,Neutral,Moderate,Low,1.0,0.7587,0.3278,929.4033,-693.28,497,2
Small millets,2003,Kharif,Andhra Pradesh,0.518666667,578.76,0.1399999999999999,Neutral,Weak,Low,1.0,0.7587,0.3278,929.4033,-350.64,497,1
Small millets,2003,Rabi,Andhra Pradesh,0.577142857,285.159999999999,0.575,El Nino,Moderate,Low,1.0,0.7587,0.3278,929.4033,-644.24,497,2
Small millets,2004,Kharif,Andhra Pradesh,0.503636364,531.9,0.5599999999999999,El Nino,Moderate,Low,1.0,0.7587,0.3278,929.4033,-397.5,497,1
Small millets,2004,Rabi,Andhra Pradesh,0.502,215.11,0.5249999999999999,Neutral,Moderate,Low,1.0,0.7587,0.3278,929.4033,-714.29,497,2
Small millets,2005,Kharif,Andhra Pradesh,0.6,594.74,-0.1,Neutral,Weak,Low,2.0,0.7587,0.3278,929.4033,-334.66,497,1
Small millets,2005,Rabi,Andhra Pradesh,0.855,407.12,-0.05,El Nino,Weak,Low,2.0,0.7587,0.3278,929.4033,-522.28,497,2
Small millets,2006,Kharif,Andhra Pradesh,0.5475,593.84,0.3399999999999999,Neutral,Weak,Low,2.0,0.7587,0.3278,929.4033,-335.56,497,1
Small millets,2006,Rabi,Andhra Pradesh,0.6225,249.8,0.0249999999999999,La Nina,Weak,Low,2.0,0.7587,0.3278,929.4033,-679.6,497,2
Small millets,2007,Kharif,Andhra Pradesh,0.727142857,873.719999999999,-0.86,La Nina,Moderate,Normal,2.0,0.7587,0.3278,929.4033,-55.68,497,1
Small millets,2008,Kharif,Andhra Pradesh,0.65,574.45,-0.36,Neutral,Weak,Low,2.0,0.7587,0.3278,929.4033,-354.95,497,1
Small millets,2008,Rabi,Andhra Pradesh,0.763333333,283.17,-1.1,La Nina,Strong,Low,2.0,0.7587,0.3278,929.4033,-646.23,497,2
Small millets,2009,Kharif,Andhra Pradesh,0.461818182,588.01,0.62,El Nino,Moderate,Low,2.0,0.7587,0.3278,929.4033,-341.39,497,1
Small millets,2009,Rabi,Andhra Pradesh,0.745,228.51,0.35,La Nina,Weak,Low,2.0,0.7587,0.3278,929.4033,-700.89,497,2
Small millets,2010,Kharif,Andhra Pradesh,0.909090909,845.71,-1.24,La Nina,Strong,Normal,2.0,0.7587,0.3278,929.4033,-83.69,497,1
Small millets,2010,Rabi,Andhra Pradesh,0.973333333,408.08,-0.1,El Nino,Weak,Low,2.0,0.7587,0.3278,929.4033,-521.32,497,2
Small millets,2011,Kharif,Andhra Pradesh,0.723636364,525.28,-0.64,La Nina,Moderate,Low,2.0,0.7587,0.3278,929.4033,-404.12,497,1
Small millets,2011,Rabi,Andhra Pradesh,0.745,163.41,-1.05,La Nina,Strong,Low,2.0,0.7587,0.3278,929.4033,-765.99,497,2
Small millets,2012,Kharif,Andhra Pradesh,1.283333333,586.23,0.3,Neutral,Weak,Low,2.0,0.7587,0.3278,929.4033,-343.17,497,1
Small millets,2012,Rabi,Andhra Pradesh,0.5,248.959999999999,-0.325,La Nina,Weak,Low,2.0,0.7587,0.3278,929.4033,-680.44,497,2
Small millets,2013,Kharif,Andhra Pradesh,0.828888889,742.329999999999,-0.26,Neutral,Weak,Normal,2.0,0.7587,0.3278,929.4033,-187.07,497,1
Small millets,2013,Rabi,Andhra Pradesh,0.9625,308.93,-0.225,Neutral,Weak,Low,2.0,0.7587,0.3278,929.4033,-620.47,497,2
Small millets,2014,Kharif,Andhra Pradesh,0.722222222,559.39,0.24,Neutral,Weak,Low,2.0,0.7587,0.3278,929.4033,-370.01,497,1
Small millets,2014,Rabi,Andhra Pradesh,0.93,227.63,0.225,Neutral,Weak,Low,2.0,0.7587,0.3278,929.4033,-701.77,497,2
Small millets,2015,Kharif,Andhra Pradesh,0.703333333,608.36,1.9,El Nino,Strong,Low,3.0,0.7587,0.3278,929.4033,-321.04,497,1
Small millets,2015,Rabi,Andhra Pradesh,0.986,338.8,1.6749999999999998,El Nino,Strong,Low,3.0,0.7587,0.3278,929.4033,-590.6,497,2
Small millets,2016,Kharif,Andhra Pradesh,0.57,726.59,-0.4,La Nina,Weak,Normal,3.0,0.7587,0.3278,929.4033,-202.81,497,1
Small millets,2016,Rabi,Andhra Pradesh,0.78,118.83,0.95,El Nino,Moderate,Low,3.0,0.7587,0.3278,929.4033,-810.57,497,2
Small millets,2017,Kharif,Andhra Pradesh,0.774,681.1,-0.08,Neutral,Weak,Low,3.0,0.7587,0.3278,929.4033,-248.3,497,1
Small millets,2017,Rabi,Andhra Pradesh,0.73,240.27,-0.475,Neutral,Weak,Low,3.0,0.7587,0.3278,929.4033,-689.13,497,2
Small millets,2018,Kharif,Andhra Pradesh,0.56,618.42,0.36,Neutral,Weak,Low,3.0,0.7587,0.3278,929.4033,-310.98,497,1
Small millets,2018,Rabi,Andhra Pradesh,0.557142857,168.12,0.1,La Nina,Weak,Low,3.0,0.7587,0.3278,929.4033,-761.28,497,2
Small millets,2019,Kharif,Andhra Pradesh,0.758333333,721.96,0.32,Neutral,Weak,Normal,3.0,0.7587,0.3278,929.4033,-207.44,497,1
Small millets,2019,Rabi,Andhra Pradesh,0.921428571,349.63,0.775,El Nino,Moderate,Low,3.0,0.7587,0.3278,929.4033,-579.77,497,2
Soyabean,2002,Kharif,Andhra Pradesh,1.3703,368.88,0.92,El Nino,Moderate,Low,1.0,1.0839,0.3799,1131.6315,-762.75,368,1
Soyabean,2003,Kharif,Andhra Pradesh,1.345,578.76,0.1399999999999999,Neutral,Weak,Low,1.0,1.0839,0.3799,1131.6315,-552.87,368,1
Soyabean,2004,Kharif,Andhra Pradesh,1.235555556,531.9,0.5599999999999999,El Nino,Moderate,Low,1.0,1.0839,0.3799,1131.6315,-599.73,368,1
Soyabean,2005,Kharif,Andhra Pradesh,1.424166667,594.74,-0.1,Neutral,Weak,Low,2.0,1.0839,0.3799,1131.6315,-536.89,368,1
Soyabean,2006,Kharif,Andhra Pradesh,1.191111111,593.84,0.3399999999999999,Neutral,Weak,Low,2.0,1.0839,0.3799,1131.6315,-537.79,368,1
Soyabean,2008,Kharif,Andhra Pradesh,1.362727273,574.45,-0.36,Neutral,Weak,Low,2.0,1.0839,0.3799,1131.6315,-557.18,368,1
Soyabean,2009,Kharif,Andhra Pradesh,0.703636364,588.01,0.62,El Nino,Moderate,Low,2.0,1.0839,0.3799,1131.6315,-543.62,368,1
Soyabean,2010,Kharif,Andhra Pradesh,1.696923077,845.71,-1.24,La Nina,Strong,Normal,2.0,1.0839,0.3799,1131.6315,-285.92,368,1
Soyabean,2011,Kharif,Andhra Pradesh,1.570769231,525.28,-0.64,La Nina,Moderate,Low,2.0,1.0839,0.3799,1131.6315,-606.35,368,1
Soyabean,2012,Kharif,Andhra Pradesh,1.793333333,586.23,0.3,Neutral,Weak,Low,2.0,1.0839,0.3799,1131.6315,-545.4,368,1
Soyabean,2012,Rabi,Andhra Pradesh,1.816666667,248.959999999999,-0.325,La Nina,Weak,Low,2.0,1.0839,0.3799,1131.6315,-882.67,368,2
Soyabean,2013,Kharif,Andhra Pradesh,1.62,742.329999999999,-0.26,Neutral,Weak,Normal,2.0,1.0839,0.3799,1131.6315,-389.3,368,1
Soyabean,2013,Rabi,Andhra Pradesh,1.626666667,308.93,-0.225,Neutral,Weak,Low,2.0,1.0839,0.3799,1131.6315,-822.7,368,2
Soyabean,2014,Kharif,Andhra Pradesh,1.956,559.39,0.24,Neutral,Weak,Low,2.0,1.0839,0.3799,1131.6315,-572.24,368,1
Soyabean,2014,Rabi,Andhra Pradesh,1.615,227.63,0.225,Neutral,Weak,Low,2.0,1.0839,0.3799,1131.6315,-904.0,368,2
Soyabean,2015,Kharif,Andhra Pradesh,1.45,608.36,1.9,El Nino,Strong,Low,3.0,1.0839,0.3799,1131.6315,-523.27,368,1
Soyabean,2015,Rabi,Andhra Pradesh,1.62,338.8,1.6749999999999998,El Nino,Strong,Low,3.0,1.0839,0.3799,1131.6315,-792.83,368,2
Soyabean,2016,Kharif,Andhra Pradesh,1.0175,726.59,-0.4,La Nina,Weak,Normal,3.0,1.0839,0.3799,1131.6315,-405.04,368,1
Soyabean,2016,Rabi,Andhra Pradesh,1.0,118.83,0.95,El Nino,Moderate,Low,3.0,1.0839,0.3799,1131.6315,-1012.8,368,2
Soyabean,2017,Kharif,Andhra Pradesh,1.74,681.1,-0.08,Neutral,Weak,Low,3.0,1.0839,0.3799,1131.6315,-450.53,368,1
Soyabean,2017,Rabi,Andhra Pradesh,2.0,240.27,-0.475,Neutral,Weak,Low,3.0,1.0839,0.3799,1131.6315,-891.36,368,2
Soyabean,2018,Kharif,Andhra Pradesh,1.7425,618.42,0.36,Neutral,Weak,Low,3.0,1.0839,0.3799,1131.6315,-513.21,368,1
Soyabean,2018,Rabi,Andhra Pradesh,2.0,168.12,0.1,La Nina,Weak,Low,3.0,1.0839,0.3799,1131.6315,-963.51,368,2
Soyabean,2019,Kharif,Andhra Pradesh,1.13,721.96,0.32,Neutral,Weak,Normal,3.0,1.0839,0.3799,1131.6315,-409.67,368,1
Soyabean,2019,Rabi,Andhra Pradesh,1.39,349.63,0.775,El Nino,Moderate,Low,3.0,1.0839,0.3799,1131.6315,-782.0,368,2
Sugarcane,1997,Kharif,Andhra Pradesh,77.0671,898.98,1.2,El Nino,Moderate,Moderate,1.0,70.1672,21.5175,866.2706,32.71,256,1
Sugarcane,1998,Kharif,Andhra Pradesh,72.4105,916.5,1.8,El Nino,Strong,Moderate,1.02,70.1672,21.5175,866.2706,50.23,256,1
Sugarcane,1999,Kharif,Andhra Pradesh,86.6283,1045.78,-1.1,La Nina,Moderate,Moderate,1.04,70.1672,21.5175,866.2706,179.51,256,1
Sugarcane,2000,Kharif,Andhra Pradesh,80.5977,1062.1,-0.8,La Nina,Weak,Moderate,1.06,70.1672,21.5175,866.2706,195.83,256,1
Sugarcane,2001,Kharif,Andhra Pradesh,83.8183,966.36,0.0,Neutral,Weak,Moderate,1.08,70.1672,21.5175,866.2706,100.09,256,1
Sugarcane,2002,Kharif,Andhra Pradesh,75.1427,917.43,0.9,El Nino,Moderate,Moderate,1.1,70.1672,21.5175,866.2706,51.16,256,1
Sugarcane,2003,Kharif,Andhra Pradesh,83.8097,958.24,0.2,Neutral,Weak,Moderate,1.12,70.1672,21.5175,866.2706,91.97,256,1
Sugarcane,2004,Kharif,Andhra Pradesh,79.7533,1015.45,0.3,Neutral,Weak,Moderate,1.14,70.1672,21.5175,866.2706,149.18,256,1
Sugarcane,2005,Kharif,Andhra Pradesh,78.9377,1045.09,0.4,Neutral,Weak,Moderate,1.16,70.1672,21.5175,866.2706,178.82,256,1
Sugarcane,2006,Kharif,Andhra Pradesh,86.3224,893.91,0.7,El Nino,Weak,Moderate,1.18,70.1672,21.5175,866.2706,27.64,256,1
Sugarcane,2007,Kharif,Andhra Pradesh,87.4194,1061.41,-0.9,La Nina,Moderate,Moderate,1.2,70.1672,21.5175,866.2706,195.14,256,1
Sugarcane,2008,Kharif,Andhra Pradesh,83.332,1059.04,-0.7,La Nina,Weak,Moderate,1.22,70.1672,21.5175,866.2706,192.77,256,1
Sugarcane,2009,Kharif,Andhra Pradesh,81.0268,943.56,1.0,El Nino,Moderate,Moderate,1.24,70.1672,21.5175,866.2706,77.29,256,1
Sugarcane,2010,Kharif,Andhra Pradesh,85.1764,1112.17,-1.4,La Nina,Moderate,Moderate,1.26,70.1672,21.5175,866.2706,245.9,256,1
Sugarcane,2011,Kharif,Andhra Pradesh,82.9876,1039.3,-1.2,La Nina,Moderate,Moderate,1.28,70.1672,21.5175,866.2706,173.03,256,1
Sugarcane,2012,Kharif,Andhra Pradesh,85.752,1015.17,0.2,Neutral,Weak,Moderate,1.3,70.1672,21.5175,866.2706,148.9,256,1
Sugarcane,2013,Kharif,Andhra Pradesh,87.654,1036.44,0.1,Neutral,Weak,Moderate,1.32,70.1672,21.5175,866.2706,170.17,256,1
Sugarcane,2014,Kharif,Andhra Pradesh,83.0128,942.14,0.5,El Nino,Weak,Moderate,1.34,70.1672,21.5175,866.2706,75.87,256,1
Sugarcane,2015,Kharif,Andhra Pradesh,85.2724,933.18,2.0,El Nino,Strong,Moderate,1.36,70.1672,21.5175,866.2706,66.91,256,1
Sugarcane,2016,Kharif,Andhra Pradesh,95.1353,1098.99,-0.5,La Nina,Weak,Moderate,1.38,70.1672,21.5175,866.2706,232.72,256,1
Sugarcane,2017,Kharif,Andhra Pradesh,92.0789,1026.1,0.3,Neutral,Weak,Moderate,1.4,70.1672,21.5175,866.2706,159.83,256,1
Sugarcane,2018,Kharif,Andhra Pradesh,85.1416,963.12,0.4,Neutral,Weak,Moderate,1.42,70.1672,21.5175,866.2706,96.85,256,1
Sugarcane,2019,Kharif,Andhra Pradesh,90.2428,937.88,0.8,El Nino,Weak,Moderate,1.44,70.1672,21.5175,866.2706,71.61,256,1
Sugarcane,2020,Kharif,Andhra Pradesh,94.1396,1101.73,-1.1,La Nina,Moderate,Moderate,1.46,70.1672,21.5175,866.2706,235.46,256,1
Sunflower,1997,Kharif,Andhra Pradesh,0.495263158,421.52,1.82,El Nino,Strong,Low,1.0,0.9189,0.4498,595.3479,-173.83,444,1
Sunflower,1997,Rabi,Andhra Pradesh,0.402307692,260.94,0.975,El Nino,Moderate,Low,1.0,0.9189,0.4498,595.3479,-334.41,444,2
Sunflower,1998,Kharif,Andhra Pradesh,0.746842105,603.86,-0.94,La Nina,Moderate,Low,1.0,0.9189,0.4498,595.3479,8.51,444,1
Sunflower,1998,Rabi,Andhra Pradesh,0.385,277.78,0.25,El Nino,Weak,Low,1.0,0.9189,0.4498,595.3479,-317.57,444,2
Sunflower,1999,Kharif,Andhra Pradesh,0.653076923,426.83,-1.14,La Nina,Strong,Low,1.0,0.9189,0.4498,595.3479,-168.52,444,1
Sunflower,2000,Kharif,Andhra Pradesh,1.038421053,728.31,-0.56,La Nina,Moderate,Normal,1.0,0.9189,0.4498,595.3479,132.96,444,1
Sunflower,2001,Kharif,Andhra Pradesh,0.986111111,503.26,-0.16,Neutral,Weak,Low,1.0,0.9189,0.4498,595.3479,-92.09,444,1
Sunflower,2002,Kharif,Andhra Pradesh,0.9025,368.88,0.92,El Nino,Moderate,Low,1.0,0.9189,0.4498,595.3479,-226.47,444,1
Sunflower,2003,Kharif,Andhra Pradesh,1.057142857,578.76,0.1399999999999999,Neutral,Weak,Low,1.0,0.9189,0.4498,595.3479,-16.59,444,1
Sunflower,2004,Kharif,Andhra Pradesh,0.714545455,531.9,0.5599999999999999,El Nino,Moderate,Low,1.0,0.9189,0.4498,595.3479,-63.45,444,1
Sunflower,2004,Rabi,Andhra Pradesh,0.726818182,215.11,0.5249999999999999,Neutral,Moderate,Low,1.0,0.9189,0.4498,595.3479,-380.24,444,2
Sunflower,2007,Kharif,Andhra Pradesh,0.66625,873.719999999999,-0.86,La Nina,Moderate,Normal,2.0,0.9189,0.4498,595.3479,278.37,444,1
Sunflower,2007,Rabi,Andhra Pradesh,1.32875,364.56,-0.55,La Nina,Moderate,Low,2.0,0.9189,0.4498,595.3479,-230.79,444,2
Sunflower,2012,Kharif,Andhra Pradesh,0.763333333,586.23,0.3,Neutral,Weak,Low,2.0,0.9189,0.4498,595.3479,-9.12,444,1
Sunflower,2012,Rabi,Andhra Pradesh,0.758333333,248.959999999999,-0.325,La Nina,Weak,Low,2.0,0.9189,0.4498,595.3479,-346.39,444,2
Sunflower,2013,Kharif,Andhra Pradesh,0.764285714,742.329999999999,-0.26,Neutral,Weak,Normal,2.0,0.9189,0.4498,595.3479,146.98,444,1
Sunflower,2013,Rabi,Andhra Pradesh,0.989230769,308.93,-0.225,Neutral,Weak,Low,2.0,0.9189,0.4498,595.3479,-286.42,444,2
Sunflower,2014,Kharif,Andhra Pradesh,0.811428571,559.39,0.24,Neutral,Weak,Low,2.0,0.9189,0.4498,595.3479,-35.96,444,1
Sunflower,2014,Rabi,Andhra Pradesh,0.924615385,227.63,0.225,Neutral,Weak,Low,2.0,0.9189,0.4498,595.3479,-367.72,444,2
Sunflower,2015,Kharif,Andhra Pradesh,0.965,608.36,1.9,El Nino,Strong,Low,3.0,0.9189,0.4498,595.3479,13.01,444,1
Sunflower,2015,Rabi,Andhra Pradesh,0.9525,338.8,1.6749999999999998,El Nino,Strong,Low,3.0,0.9189,0.4498,595.3479,-256.55,444,2
Sunflower,2016,Kharif,Andhra Pradesh,0.861666667,726.59,-0.4,La Nina,Weak,Normal,3.0,0.9189,0.4498,595.3479,131.24,444,1
Sunflower,2016,Rabi,Andhra Pradesh,0.910833333,118.83,0.95,El Nino,Moderate,Low,3.0,0.9189,0.4498,595.3479,-476.52,444,2
Sunflower,2017,Kharif,Andhra Pradesh,0.924285714,681.1,-0.08,Neutral,Weak,Low,3.0,0.9189,0.4498,595.3479,85.75,444,1
Sunflower,2017,Rabi,Andhra Pradesh,1.082727273,240.27,-0.475,Neutral,Weak,Low,3.0,0.9189,0.4498,595.3479,-355.08,444,2
Sunflower,2018,Kharif,Andhra Pradesh,0.994285714,618.42,0.36,Neutral,Weak,Low,3.0,0.9189,0.4498,595.3479,23.07,444,1
Sunflower,2018,Rabi,Andhra Pradesh,0.459230769,168.12,0.1,La Nina,Weak,Low,3.0,0.9189,0.4498,595.3479,-427.23,444,2
Sunflower,2019,Kharif,Andhra Pradesh,1.23,721.96,0.32,Neutral,Weak,Normal,3.0,0.9189,0.4498,595.3479,126.61,444,1
Sunflower,2019,Rabi,Andhra Pradesh,0.967692308,349.63,0.775,El Nino,Moderate,Low,3.0,0.9189,0.4498,595.3479,-245.72,444,2
Sweet potato,2012,Kharif,Andhra Pradesh,10.002,586.23,0.3,Neutral,Weak,Low,2.0,9.4998,4.0692,906.4983,-320.27,87,1
